categoria,codigo_de_vehiculo,tipo_transaccion,marca,modelo,pais,ano_modelo,clase,sub_clase,tipo,avaluo,fecha_proceso,tipo_servicio,cilindraje,tipo_combustible,fecha_compra,canton,color_1,color_2,persona_natural__juridica,provincia
101427,10185482,COMPRA LOCAL,DAYTONA,DY200 PREDATOR,CHINA POPULAR,2026,MOTOCICLETA,PASEO,LIVIANO,1427.09,2025-08-21,PAR,200,GASOLINA,2025-08-20,GENERAL ANTONIO ELIZALDE,NEG,NEG,NATURAL,GENERAL ANTONIO ELIZALDE
101427,10078820,COMPRA LOCAL,DAYTONA,DY200 PREDATOR,CHINA POPULAR,2026,MOTOCICLETA,PASEO,LIVIANO,1427.09,2025-08-17,PAR,200,GASOLINA,2025-08-16,LORETO,PLO,ROJ,NATURAL,LORETO
101427,10094250,COMPRA LOCAL,DAYTONA,DY200 PREDATOR,CHINA POPULAR,2026,MOTOCICLETA,PASEO,LIVIANO,1427.09,2025-08-20,PAR,200,GASOLINA,2025-08-16,RUMIÑAHUI,NEG,NEG,NATURAL,RUMIÑAHUI
101427,10185483,COMPRA LOCAL,DAYTONA,DY200 PREDATOR,CHINA POPULAR,2026,MOTOCICLETA,PASEO,LIVIANO,1427.09,2025-08-16,PAR,200,GASOLINA,2025-08-16,GENERAL ANTONIO ELIZALDE,NEG,NEG,NATURAL,GENERAL ANTONIO ELIZALDE
101427,10096586,COMPRA LOCAL,DAYTONA,DY200 PREDATOR,CHINA POPULAR,2026,MOTOCICLETA,PASEO,LIVIANO,1427.09,2025-08-17,PAR,200,GASOLINA,2025-08-15,EL EMPALME,NEG,NEG,NATURAL,EL EMPALME
101427,10078886,COMPRA LOCAL,DAYTONA,DY200 PREDATOR,CHINA POPULAR,2026,MOTOCICLETA,PASEO,LIVIANO,1427.09,2025-08-22,PAR,200,GASOLINA,2025-08-14,GENERAL ANTONIO ELIZALDE,AZU,AZU,NATURAL,GENERAL ANTONIO ELIZALDE
101427,10093536,COMPRA LOCAL,DAYTONA,DY200 PREDATOR,CHINA POPULAR,2026,MOTOCICLETA,PASEO,LIVIANO,1427.09,2025-11-04,PAR,200,GASOLINA,2025-08-14,MORONA,NEG,,NATURAL,MORONA
101427,10078865,COMPRA LOCAL,DAYTONA,DY200 PREDATOR,CHINA POPULAR,2026,MOTOCICLETA,PASEO,LIVIANO,1427.09,2025-08-19,PAR,200,GASOLINA,2025-08-12,GENERAL ANTONIO ELIZALDE,PLO,PLO,NATURAL,GENERAL ANTONIO ELIZALDE
101427,10096569,COMPRA LOCAL,DAYTONA,DY200 PREDATOR,CHINA POPULAR,2026,MOTOCICLETA,PASEO,LIVIANO,1427.09,2025-08-13,PAR,200,GASOLINA,2025-08-10,GENERAL ANTONIO ELIZALDE,NEG,NEG,NATURAL,GENERAL ANTONIO ELIZALDE
101427,10078851,COMPRA LOCAL,DAYTONA,DY200 PREDATOR,CHINA POPULAR,2026,MOTOCICLETA,PASEO,LIVIANO,1427.09,2025-08-09,PAR,200,GASOLINA,2025-08-08,GUAYAQUIL,AZU,AZU,NATURAL,GUAYAQUIL
101427,10078830,COMPRA LOCAL,DAYTONA,DY200 PREDATOR,CHINA POPULAR,2026,MOTOCICLETA,PASEO,LIVIANO,1427.09,2025-08-08,PAR,200,GASOLINA,2025-08-07,GENERAL ANTONIO ELIZALDE,NEG,NEG,NATURAL,GENERAL ANTONIO ELIZALDE
101427,10093539,COMPRA LOCAL,DAYTONA,DY200 PREDATOR,CHINA POPULAR,2026,MOTOCICLETA,PASEO,LIVIANO,1427.09,2025-08-08,PAR,200,GASOLINA,2025-08-07,GUAYAQUIL,NEG,NEG,NATURAL,GUAYAQUIL
101427,10093253,COMPRA LOCAL,DAYTONA,DY200 PREDATOR,CHINA POPULAR,2026,MOTOCICLETA,PASEO,LIVIANO,1427.09,2025-08-16,PAR,200,GASOLINA,2025-08-06,GENERAL ANTONIO ELIZALDE,AZU,AZU,NATURAL,GENERAL ANTONIO ELIZALDE
101427,10078859,COMPRA LOCAL,DAYTONA,DY200 PREDATOR,CHINA POPULAR,2026,MOTOCICLETA,PASEO,LIVIANO,1427.09,2025-08-15,PAR,200,GASOLINA,2025-08-05,GENERAL ANTONIO ELIZALDE,PLO,PLO,NATURAL,GENERAL ANTONIO ELIZALDE
101427,10078878,COMPRA LOCAL,DAYTONA,DY200 PREDATOR,CHINA POPULAR,2026,MOTOCICLETA,PASEO,LIVIANO,1427.09,2025-08-15,PAR,200,GASOLINA,2025-08-05,GENERAL ANTONIO ELIZALDE,AZU,AZU,NATURAL,GENERAL ANTONIO ELIZALDE
101427,10096581,COMPRA LOCAL,DAYTONA,DY200 PREDATOR,CHINA POPULAR,2026,MOTOCICLETA,PASEO,LIVIANO,1427.09,2025-08-05,PAR,200,GASOLINA,2025-08-05,PORTOVIEJO,NEG,NEG,NATURAL,PORTOVIEJO
101427,10092969,COMPRA LOCAL,DAYTONA,DY200 PREDATOR,CHINA POPULAR,2026,MOTOCICLETA,PASEO,LIVIANO,1427.09,2025-08-13,PAR,200,GASOLINA,2025-08-04,GENERAL ANTONIO ELIZALDE,AZU,AZU,NATURAL,GENERAL ANTONIO ELIZALDE
101427,10078853,COMPRA LOCAL,DAYTONA,DY200 PREDATOR,CHINA POPULAR,2026,MOTOCICLETA,PASEO,LIVIANO,1427.09,2025-08-08,PAR,200,GASOLINA,2025-08-02,GENERAL ANTONIO ELIZALDE,PLO,PLO,NATURAL,GENERAL ANTONIO ELIZALDE
101427,10096604,COMPRA LOCAL,DAYTONA,DY200 PREDATOR,CHINA POPULAR,2026,MOTOCICLETA,PASEO,LIVIANO,1427.09,2025-08-04,PAR,200,GASOLINA,2025-08-02,QUITO,NEG,NEG,NATURAL,QUITO
101427,10078829,COMPRA LOCAL,DAYTONA,DY200 PREDATOR,CHINA POPULAR,2026,MOTOCICLETA,PASEO,LIVIANO,1427.09,2025-08-02,PAR,200,GASOLINA,2025-08-01,GENERAL ANTONIO ELIZALDE,NEG,NEG,NATURAL,GENERAL ANTONIO ELIZALDE
101427,10092957,COMPRA LOCAL,DAYTONA,DY200 PREDATOR,CHINA POPULAR,2026,MOTOCICLETA,PASEO,LIVIANO,1427.09,2025-08-02,PAR,200,GASOLINA,2025-08-01,GENERAL ANTONIO ELIZALDE,NEG,NEG,NATURAL,GENERAL ANTONIO ELIZALDE
101427,10093544,COMPRA LOCAL,DAYTONA,DY200 PREDATOR,CHINA POPULAR,2026,MOTOCICLETA,PASEO,LIVIANO,1427.09,2025-08-01,PAR,200,GASOLINA,2025-08-01,CUENCA,AZU,AZU,NATURAL,CUENCA
101427,10096574,COMPRA LOCAL,DAYTONA,DY200 PREDATOR,CHINA POPULAR,2026,MOTOCICLETA,PASEO,LIVIANO,1427.09,2025-08-06,PAR,200,GASOLINA,2025-08-01,TENA,NEG,NEG,NATURAL,TENA
101427,10092966,COMPRA LOCAL,DAYTONA,DY200 PREDATOR,CHINA POPULAR,2026,MOTOCICLETA,PASEO,LIVIANO,1427.09,2025-08-07,PAR,200,GASOLINA,2025-07-31,GENERAL ANTONIO ELIZALDE,AZU,AZU,NATURAL,GENERAL ANTONIO ELIZALDE
101427,10094246,COMPRA LOCAL,DAYTONA,DY200 PREDATOR,CHINA POPULAR,2026,MOTOCICLETA,PASEO,LIVIANO,1427.09,2025-08-01,PAR,200,GASOLINA,2025-07-31,GENERAL ANTONIO ELIZALDE,NEG,NEG,NATURAL,GENERAL ANTONIO ELIZALDE
101427,10078848,COMPRA LOCAL,DAYTONA,DY200 PREDATOR,CHINA POPULAR,2026,MOTOCICLETA,PASEO,LIVIANO,1427.09,2025-08-01,PAR,200,GASOLINA,2025-07-30,GENERAL ANTONIO ELIZALDE,NEG,NEG,NATURAL,GENERAL ANTONIO ELIZALDE
101427,10093409,COMPRA LOCAL,DAYTONA,DY200 PREDATOR,CHINA POPULAR,2026,MOTOCICLETA,PASEO,LIVIANO,1427.09,2025-08-06,PAR,200,GASOLINA,2025-07-30,GENERAL ANTONIO ELIZALDE,AZU,AZU,NATURAL,GENERAL ANTONIO ELIZALDE
101427,10093415,COMPRA LOCAL,DAYTONA,DY200 PREDATOR,CHINA POPULAR,2026,MOTOCICLETA,PASEO,LIVIANO,1427.09,2025-08-01,PAR,200,GASOLINA,2025-07-30,IBARRA,NEG,NEG,NATURAL,IBARRA
101427,10078839,COMPRA LOCAL,DAYTONA,DY200 PREDATOR,CHINA POPULAR,2026,MOTOCICLETA,PASEO,LIVIANO,1427.09,2025-07-30,PAR,200,GASOLINA,2025-07-29,GENERAL ANTONIO ELIZALDE,PLO,PLO,NATURAL,GENERAL ANTONIO ELIZALDE
101427,10078868,COMPRA LOCAL,DAYTONA,DY200 PREDATOR,CHINA POPULAR,2026,MOTOCICLETA,PASEO,LIVIANO,1427.09,2025-07-30,PAR,200,GASOLINA,2025-07-29,GENERAL ANTONIO ELIZALDE,NEG,NEG,NATURAL,GENERAL ANTONIO ELIZALDE
101427,10094255,COMPRA LOCAL,DAYTONA,DY200 PREDATOR,CHINA POPULAR,2026,MOTOCICLETA,PASEO,LIVIANO,1427.09,2025-07-30,PAR,200,GASOLINA,2025-07-29,GENERAL ANTONIO ELIZALDE,NEG,NEG,NATURAL,GENERAL ANTONIO ELIZALDE
101427,10096584,COMPRA LOCAL,DAYTONA,DY200 PREDATOR,CHINA POPULAR,2026,MOTOCICLETA,PASEO,LIVIANO,1427.09,2025-08-04,PAR,200,GASOLINA,2025-07-29,GENERAL ANTONIO ELIZALDE,NEG,NEG,NATURAL,GENERAL ANTONIO ELIZALDE
101427,10093413,COMPRA LOCAL,DAYTONA,DY200 PREDATOR,CHINA POPULAR,2026,MOTOCICLETA,PASEO,LIVIANO,1427.09,2025-07-31,PAR,200,GASOLINA,2025-07-26,GENERAL ANTONIO ELIZALDE,NEG,NEG,NATURAL,GENERAL ANTONIO ELIZALDE
101427,10078871,COMPRA LOCAL,DAYTONA,DY200 PREDATOR,CHINA POPULAR,2026,MOTOCICLETA,PASEO,LIVIANO,1427.09,2025-07-29,PAR,200,GASOLINA,2025-07-24,GENERAL ANTONIO ELIZALDE,NEG,NEG,NATURAL,GENERAL ANTONIO ELIZALDE
101427,10078833,COMPRA LOCAL,DAYTONA,DY200 PREDATOR,CHINA POPULAR,2026,MOTOCICLETA,PASEO,LIVIANO,1427.09,2025-07-24,PAR,200,GASOLINA,2025-07-23,GUAYAQUIL,NEG,NEG,NATURAL,GUAYAQUIL
101427,10078844,COMPRA LOCAL,DAYTONA,DY200 PREDATOR,CHINA POPULAR,2026,MOTOCICLETA,PASEO,LIVIANO,1427.09,2025-07-24,PAR,200,GASOLINA,2025-07-23,PAUTE,PLO,PLO,NATURAL,PAUTE
101427,10078847,COMPRA LOCAL,DAYTONA,DY200 PREDATOR,CHINA POPULAR,2026,MOTOCICLETA,PASEO,LIVIANO,1427.09,2025-07-24,PAR,200,GASOLINA,2025-07-23,GENERAL ANTONIO ELIZALDE,NEG,NEG,NATURAL,GENERAL ANTONIO ELIZALDE
101427,10078898,COMPRA LOCAL,DAYTONA,DY200 PREDATOR,CHINA POPULAR,2026,MOTOCICLETA,PASEO,LIVIANO,1427.09,2025-08-01,PAR,200,GASOLINA,2025-07-23,GENERAL ANTONIO ELIZALDE,AZU,AZU,NATURAL,GENERAL ANTONIO ELIZALDE
101427,10093254,COMPRA LOCAL,DAYTONA,DY200 PREDATOR,CHINA POPULAR,2026,MOTOCICLETA,PASEO,LIVIANO,1427.09,2025-07-24,PAR,200,GASOLINA,2025-07-23,GENERAL ANTONIO ELIZALDE,NEG,NEG,NATURAL,GENERAL ANTONIO ELIZALDE
101427,10078863,COMPRA LOCAL,DAYTONA,DY200 PREDATOR,CHINA POPULAR,2026,MOTOCICLETA,PASEO,LIVIANO,1427.09,2025-07-23,PAR,200,GASOLINA,2025-07-22,GENERAL ANTONIO ELIZALDE,NEG,NEG,NATURAL,GENERAL ANTONIO ELIZALDE
101427,10096593,COMPRA LOCAL,DAYTONA,DY200 PREDATOR,CHINA POPULAR,2026,MOTOCICLETA,PASEO,LIVIANO,1427.09,2025-07-23,PAR,200,GASOLINA,2025-07-22,GENERAL ANTONIO ELIZALDE,NEG,NEG,NATURAL,GENERAL ANTONIO ELIZALDE
101427,10093412,COMPRA LOCAL,DAYTONA,DY200 PREDATOR,CHINA POPULAR,2026,MOTOCICLETA,PASEO,LIVIANO,1427.09,2025-07-26,PAR,200,GASOLINA,2025-07-21,GENERAL ANTONIO ELIZALDE,NEG,NEG,NATURAL,GENERAL ANTONIO ELIZALDE
101427,10078862,COMPRA LOCAL,DAYTONA,DY200 PREDATOR,CHINA POPULAR,2026,MOTOCICLETA,PASEO,LIVIANO,1427.09,2025-07-25,PAR,200,GASOLINA,2025-07-20,GENERAL ANTONIO ELIZALDE,PLO,PLO,NATURAL,GENERAL ANTONIO ELIZALDE
101427,10096607,COMPRA LOCAL,DAYTONA,DY200 PREDATOR,CHINA POPULAR,2026,MOTOCICLETA,PASEO,LIVIANO,1427.09,2025-07-20,PAR,200,GASOLINA,2025-07-20,VENTANAS,PLO,PLO,NATURAL,VENTANAS
101427,10093545,COMPRA LOCAL,DAYTONA,DY200 PREDATOR,CHINA POPULAR,2026,MOTOCICLETA,PASEO,LIVIANO,1427.09,2025-07-24,PAR,200,GASOLINA,2025-07-19,GENERAL ANTONIO ELIZALDE,NEG,NEG,NATURAL,GENERAL ANTONIO ELIZALDE
101427,10096575,COMPRA LOCAL,DAYTONA,DY200 PREDATOR,CHINA POPULAR,2026,MOTOCICLETA,PASEO,LIVIANO,1427.09,2025-07-19,PAR,200,GASOLINA,2025-07-18,LA LIBERTAD,NEG,NEG,NATURAL,LA LIBERTAD
101427,10078823,COMPRA LOCAL,DAYTONA,DY200 PREDATOR,CHINA POPULAR,2026,MOTOCICLETA,PASEO,LIVIANO,1427.09,2025-07-21,PAR,200,GASOLINA,2025-07-17,GENERAL ANTONIO ELIZALDE,PLO,PLO,NATURAL,GENERAL ANTONIO ELIZALDE
101427,10078832,COMPRA LOCAL,DAYTONA,DY200 PREDATOR,CHINA POPULAR,2026,MOTOCICLETA,PASEO,LIVIANO,1427.09,2025-07-18,PAR,200,GASOLINA,2025-07-17,GENERAL ANTONIO ELIZALDE,NEG,NEG,NATURAL,GENERAL ANTONIO ELIZALDE
101427,10093407,COMPRA LOCAL,DAYTONA,DY200 PREDATOR,CHINA POPULAR,2026,MOTOCICLETA,PASEO,LIVIANO,1427.09,2025-07-29,PAR,200,GASOLINA,2025-07-17,GENERAL ANTONIO ELIZALDE,NEG,NEG,NATURAL,GENERAL ANTONIO ELIZALDE
101427,10078874,COMPRA LOCAL,DAYTONA,DY200 PREDATOR,CHINA POPULAR,2026,MOTOCICLETA,PASEO,LIVIANO,1427.09,2025-07-17,PAR,200,GASOLINA,2025-07-16,PAUTE,AZU,AZU,NATURAL,PAUTE
101427,10078902,COMPRA LOCAL,DAYTONA,DY200 PREDATOR,CHINA POPULAR,2026,MOTOCICLETA,PASEO,LIVIANO,1427.09,2025-07-17,PAR,200,GASOLINA,2025-07-15,GENERAL ANTONIO ELIZALDE,NEG,NEG,NATURAL,GENERAL ANTONIO ELIZALDE
101427,10096578,COMPRA LOCAL,DAYTONA,DY200 PREDATOR,CHINA POPULAR,2026,MOTOCICLETA,PASEO,LIVIANO,1427.09,2025-08-04,PAR,200,GASOLINA,2025-07-15,GENERAL ANTONIO ELIZALDE,NEG,NEG,NATURAL,GENERAL ANTONIO ELIZALDE
101427,10078860,COMPRA LOCAL,DAYTONA,DY200 PREDATOR,CHINA POPULAR,2026,MOTOCICLETA,PASEO,LIVIANO,1427.09,2025-07-21,PAR,200,GASOLINA,2025-07-14,GENERAL ANTONIO ELIZALDE,PLO,PLO,NATURAL,GENERAL ANTONIO ELIZALDE
101427,10096605,COMPRA LOCAL,DAYTONA,DY200 PREDATOR,CHINA POPULAR,2026,MOTOCICLETA,PASEO,LIVIANO,1427.09,2025-07-21,PAR,200,GASOLINA,2025-07-14,GENERAL ANTONIO ELIZALDE,NEG,NEG,NATURAL,GENERAL ANTONIO ELIZALDE
101427,10093547,COMPRA LOCAL,DAYTONA,DY200 PREDATOR,CHINA POPULAR,2026,MOTOCICLETA,PASEO,LIVIANO,1427.09,2025-08-13,PAR,200,GASOLINA,2025-07-12,GENERAL ANTONIO ELIZALDE,NEG,NEG,NATURAL,GENERAL ANTONIO ELIZALDE
101427,10078838,COMPRA LOCAL,DAYTONA,DY200 PREDATOR,CHINA POPULAR,2026,MOTOCICLETA,PASEO,LIVIANO,1427.09,2025-07-12,PAR,200,GASOLINA,2025-07-11,GUAYAQUIL,NEG,NEG,NATURAL,GUAYAQUIL
101427,10093542,COMPRA LOCAL,DAYTONA,DY200 PREDATOR,CHINA POPULAR,2026,MOTOCICLETA,PASEO,LIVIANO,1427.09,2025-07-12,PAR,200,GASOLINA,2025-07-11,GENERAL ANTONIO ELIZALDE,NEG,NEG,NATURAL,GENERAL ANTONIO ELIZALDE
101427,10093418,COMPRA LOCAL,DAYTONA,DY200 PREDATOR,CHINA POPULAR,2026,MOTOCICLETA,PASEO,LIVIANO,1427.09,2025-07-15,PAR,200,GASOLINA,2025-07-10,GUAYAQUIL,NEG,NEG,NATURAL,GUAYAQUIL
101427,10093416,COMPRA LOCAL,DAYTONA,DY200 PREDATOR,CHINA POPULAR,2026,MOTOCICLETA,PASEO,LIVIANO,1427.09,2025-07-15,PAR,200,GASOLINA,2025-07-09,GENERAL ANTONIO ELIZALDE,NEG,NEG,NATURAL,GENERAL ANTONIO ELIZALDE
101427,10096571,COMPRA LOCAL,DAYTONA,DY200 PREDATOR,CHINA POPULAR,2026,MOTOCICLETA,PASEO,LIVIANO,1427.09,2025-07-10,PAR,200,GASOLINA,2025-07-09,GUAYAQUIL,NEG,NEG,NATURAL,GUAYAQUIL
101427,10094249,COMPRA LOCAL,DAYTONA,DY200 PREDATOR,CHINA POPULAR,2026,MOTOCICLETA,PASEO,LIVIANO,1427.09,2025-07-09,PAR,200,GASOLINA,2025-07-08,GUAYAQUIL,NEG,NEG,NATURAL,GUAYAQUIL
101427,10096592,COMPRA LOCAL,DAYTONA,DY200 PREDATOR,CHINA POPULAR,2026,MOTOCICLETA,PASEO,LIVIANO,1427.09,2025-07-09,PAR,200,GASOLINA,2025-07-08,GUAYAQUIL,NEG,NEG,NATURAL,GUAYAQUIL
101427,10078842,COMPRA LOCAL,DAYTONA,DY200 PREDATOR,CHINA POPULAR,2026,MOTOCICLETA,PASEO,LIVIANO,1427.09,2025-07-07,PAR,200,GASOLINA,2025-07-05,GUAYAQUIL,NEG,NEG,NATURAL,GUAYAQUIL
101427,10096602,COMPRA LOCAL,DAYTONA,DY200 PREDATOR,CHINA POPULAR,2026,MOTOCICLETA,PASEO,LIVIANO,1427.09,2025-07-08,PAR,200,GASOLINA,2025-07-03,GUARANDA,NEG,NEG,NATURAL,GUARANDA
101427,10078821,COMPRA LOCAL,DAYTONA,DY200 PREDATOR,CHINA POPULAR,2026,MOTOCICLETA,PASEO,LIVIANO,1427.09,2025-07-03,PAR,200,GASOLINA,2025-06-30,VENTANAS,NEG,NEG,NATURAL,VENTANAS
101427,10094247,COMPRA LOCAL,DAYTONA,DY200 PREDATOR,CHINA POPULAR,2026,MOTOCICLETA,PASEO,LIVIANO,1427.09,2025-07-01,PAR,200,GASOLINA,2025-06-30,GUAYAQUIL,NEG,NEG,NATURAL,GUAYAQUIL
101427,10096590,COMPRA LOCAL,DAYTONA,DY200 PREDATOR,CHINA POPULAR,2026,MOTOCICLETA,PASEO,LIVIANO,1427.09,2025-07-04,PAR,200,GASOLINA,2025-06-30,GUAYAQUIL,NEG,NEG,NATURAL,GUAYAQUIL
101427,10093410,COMPRA LOCAL,DAYTONA,DY200 PREDATOR,CHINA POPULAR,2026,MOTOCICLETA,PASEO,LIVIANO,1427.09,2025-07-09,PAR,200,GASOLINA,2025-06-29,GENERAL ANTONIO ELIZALDE,NEG,NEG,NATURAL,GENERAL ANTONIO ELIZALDE
101427,10078856,COMPRA LOCAL,DAYTONA,DY200 PREDATOR,CHINA POPULAR,2026,MOTOCICLETA,PASEO,LIVIANO,1427.09,2025-06-30,PAR,200,GASOLINA,2025-06-28,GUAYAQUIL,AZU,AZU,NATURAL,GUAYAQUIL
101427,10093538,COMPRA LOCAL,DAYTONA,DY200 PREDATOR,CHINA POPULAR,2026,MOTOCICLETA,PASEO,LIVIANO,1427.09,2025-07-04,PAR,200,GASOLINA,2025-06-28,QUITO,NEG,NEG,NATURAL,QUITO
101427,10078836,COMPRA LOCAL,DAYTONA,DY200 PREDATOR,CHINA POPULAR,2026,MOTOCICLETA,PASEO,LIVIANO,1427.09,2025-06-27,PAR,200,GASOLINA,2025-06-26,GUAYAQUIL,NEG,NEG,NATURAL,GUAYAQUIL
101427,10078877,COMPRA LOCAL,DAYTONA,DY200 PREDATOR,CHINA POPULAR,2026,MOTOCICLETA,PASEO,LIVIANO,1427.09,2025-06-26,PAR,200,GASOLINA,2025-06-25,GUAYAQUIL,AZU,AZU,NATURAL,GUAYAQUIL
101427,10078880,COMPRA LOCAL,DAYTONA,DY200 PREDATOR,CHINA POPULAR,2026,MOTOCICLETA,PASEO,LIVIANO,1427.09,2025-06-26,PAR,200,GASOLINA,2025-06-25,GENERAL ANTONIO ELIZALDE,AZU,AZU,NATURAL,GENERAL ANTONIO ELIZALDE
101427,10078881,COMPRA LOCAL,DAYTONA,DY200 PREDATOR,CHINA POPULAR,2026,MOTOCICLETA,PASEO,LIVIANO,1427.09,2025-07-04,PAR,200,GASOLINA,2025-06-25,GENERAL ANTONIO ELIZALDE,NEG,NEG,NATURAL,GENERAL ANTONIO ELIZALDE
101427,10096587,COMPRA LOCAL,DAYTONA,DY200 PREDATOR,CHINA POPULAR,2026,MOTOCICLETA,PASEO,LIVIANO,1427.09,2025-06-26,PAR,200,GASOLINA,2025-06-25,GUAYAQUIL,PLO,PLO,NATURAL,GUAYAQUIL
101427,10078812,COMPRA LOCAL,DAYTONA,DY200 PREDATOR,CHINA POPULAR,2026,MOTOCICLETA,PASEO,LIVIANO,1427.09,2025-06-26,PAR,200,GASOLINA,2025-06-23,VINCES,PLO,PLO,NATURAL,VINCES
101427,10096601,COMPRA LOCAL,DAYTONA,DY200 PREDATOR,CHINA POPULAR,2026,MOTOCICLETA,PASEO,LIVIANO,1427.09,2025-06-26,PAR,200,GASOLINA,2025-06-23,GENERAL ANTONIO ELIZALDE,AZU,AZU,NATURAL,GENERAL ANTONIO ELIZALDE
101427,10078824,COMPRA LOCAL,DAYTONA,DY200 PREDATOR,CHINA POPULAR,2026,MOTOCICLETA,PASEO,LIVIANO,1427.09,2025-06-23,PAR,200,GASOLINA,2025-06-22,QUITO,PLO,PLO,NATURAL,QUITO
101427,10078869,COMPRA LOCAL,DAYTONA,DY200 PREDATOR,CHINA POPULAR,2026,MOTOCICLETA,PASEO,LIVIANO,1427.09,2025-06-30,PAR,200,GASOLINA,2025-06-22,PORTOVIEJO,NEG,NEG,NATURAL,PORTOVIEJO
101427,10078905,COMPRA LOCAL,DAYTONA,DY200 PREDATOR,CHINA POPULAR,2026,MOTOCICLETA,PASEO,LIVIANO,1427.09,2025-06-26,PAR,200,GASOLINA,2025-06-22,GENERAL ANTONIO ELIZALDE,NEG,NEG,NATURAL,GENERAL ANTONIO ELIZALDE
101427,10078845,COMPRA LOCAL,DAYTONA,DY200 PREDATOR,CHINA POPULAR,2026,MOTOCICLETA,PASEO,LIVIANO,1427.09,2025-06-21,PAR,200,GASOLINA,2025-06-20,GUAYAQUIL,NEG,NEG,NATURAL,GUAYAQUIL
101427,10078857,COMPRA LOCAL,DAYTONA,DY200 PREDATOR,CHINA POPULAR,2026,MOTOCICLETA,PASEO,LIVIANO,1427.09,2025-06-18,PAR,200,GASOLINA,2025-06-17,GUAYAQUIL,NEG,NEG,NATURAL,GUAYAQUIL
101427,10078826,COMPRA LOCAL,DAYTONA,DY200 PREDATOR,CHINA POPULAR,2026,MOTOCICLETA,PASEO,LIVIANO,1427.09,2025-06-16,PAR,200,GASOLINA,2025-06-14,GUAYAQUIL,PLO,PLO,NATURAL,GUAYAQUIL
101427,10080564,IMPORTACI?N DIRECTA,CHEVROLET,TRAILBLAZER AC 2.8 5P 4X4 TA DIESEL,BRASIL,2022,JEEP,JEEP,LIVIANO,14806.27,2025-06-19,PAR,2800,DIESEL,2025-06-12,RUMIÑAHUI,BLA,BLA,NATURAL,RUMIÑAHUI
101427,10114403,COMPRA LOCAL,CHEVROLET,NQR 915 EIII AC 5.2 2P 4X2 TM DIESEL,JAPON,2026,CAMION,CAJON-C,PESADO,46890.95,2025-10-31,PAR,5193,DIESEL,2025-10-31,CATAMAYO,BLA,BLA,NATURAL,CATAMAYO
101427,10228650,COMPRA LOCAL,CHEVROLET,NQR 915 EIII AC 5.2 2P 4X2 TM DIESEL,JAPON,2026,CAMION,CAJON-C,PESADO,46890.95,2025-10-30,ALQ,5193,DIESEL,2025-10-29,ZARUMA,BLA,BLA,NATURAL,ZARUMA
101427,10228650,COMPRA LOCAL,CHEVROLET,NQR 915 EIII AC 5.2 2P 4X2 TM DIESEL,JAPON,2026,CAMION,CAJON-C,PESADO,46890.95,2025-10-31,ALQ,5193,DIESEL,2025-10-29,ZARUMA,BLA,BLA,NATURAL,ZARUMA
101427,10071479,COMPRA LOCAL,CHEVROLET,NQR 915 EIII AC 5.2 2P 4X2 TM DIESEL,JAPON,2026,CAMION,CAJON-C,PESADO,46890.95,2025-09-16,PAR,5193,DIESEL,2025-09-15,PAUTE,BLA,BLA,NATURAL,PAUTE
101427,10071480,COMPRA LOCAL,CHEVROLET,NQR 915 EIII AC 5.2 2P 4X2 TM DIESEL,JAPON,2026,CAMION,CAJON-C,PESADO,46890.95,2025-08-05,ALQ,5193,DIESEL,2025-08-04,SAN MIGUEL DE LOS BANCOS,BLA,BLA,NATURAL,SAN MIGUEL DE LOS BANCOS
101427,10035531,COMPRA LOCAL,CHEVROLET,NQR 915 EIII AC 5.2 2P 4X2 TM DIESEL,JAPON,2026,CAMION,CAJON-C,PESADO,46890.95,2025-07-21,PAR,5193,DIESEL,2025-07-19,AMBATO,BLA,BLA,NATURAL,AMBATO
101427,10035533,COMPRA LOCAL,CHEVROLET,NQR 915 EIII AC 5.2 2P 4X2 TM DIESEL,JAPON,2026,CAMION,CAJON-C,PESADO,46890.95,2025-07-01,ALQ,5193,DIESEL,2025-06-30,GENERAL ANTONIO ELIZALDE,BLA,BLA,NATURAL,GENERAL ANTONIO ELIZALDE
101427,10035527,COMPRA LOCAL,CHEVROLET,NQR 915 EIII AC 5.2 2P 4X2 TM DIESEL,JAPON,2026,CAMION,CAJON-C,PESADO,46890.95,2025-05-31,PAR,5193,DIESEL,2025-05-30,CATAMAYO,BLA,BLA,NATURAL,CATAMAYO
101427,10035524,COMPRA LOCAL,CHEVROLET,NQR 915 EIII AC 5.2 2P 4X2 TM DIESEL,JAPON,2026,CAMION,CAJON-C,PESADO,46890.95,2025-05-26,PAR,5193,DIESEL,2025-05-22,QUITO,BLA,BLA,NATURAL,QUITO
101427,10035536,COMPRA LOCAL,CHEVROLET,NQR 915 EIII AC 5.2 2P 4X2 TM DIESEL,JAPON,2026,CAMION,CAJON-C,PESADO,46890.95,2025-05-26,ALQ,5193,DIESEL,2025-05-22,GENERAL ANTONIO ELIZALDE,BLA,BLA,NATURAL,GENERAL ANTONIO ELIZALDE
101426,10350533,COMPRA LOCAL,DAYTONA,DY200 4 HUNTER,CHINA POPULAR,2026,MOTOCICLETA,PASEO,LIVIANO,1689.83,2025-12-24,PAR,177,GASOLINA,2025-12-24,PEDERNALES,AMA,AMA,NATURAL,PEDERNALES
